,Label,Strata,ROCAUC,CI_ROC,PRAUC,CI_PR
29,Lung Opacity,Unknown,0.6279461279461279,"[0.563, 0.692]",0.5343691986022127,"[0.45, 0.628]"
30,Lung Opacity,Medicare,0.6380040957781978,"[0.611, 0.666]",0.4306506776767269,"[0.395, 0.477]"
31,Lung Opacity,Medicaid,0.6779769526248399,"[0.6, 0.748]",0.5396172043245061,"[0.424, 0.659]"
32,No Finding,Other,0.7852985682691188,"[0.752, 0.82]",0.5353175139328957,"[0.468, 0.605]"
33,No Finding,Unknown,0.6849347568208779,"[0.575, 0.772]",0.2178223655419638,"[0.123, 0.358]"
34,No Finding,Medicare,0.7681850035038543,"[0.738, 0.799]",0.39079907188764945,"[0.341, 0.46]"
35,No Finding,Medicaid,0.785919196748745,"[0.698, 0.864]",0.5885647390281596,"[0.436, 0.734]"
36,Pleural Effusion,Other,0.8473333333333334,"[0.823, 0.871]",0.7121518709064901,"[0.66, 0.759]"
37,Pleural Effusion,Unknown,0.8521998770527794,"[0.808, 0.895]",0.7540319869852972,"[0.668, 0.846]"
38,Pleural Effusion,Medicare,0.8541415600340021,"[0.835, 0.872]",0.7642665909843123,"[0.728, 0.798]"
39,Pleural Effusion,Medicaid,0.8267901234567901,"[0.756, 0.887]",0.5717042590996938,"[0.428, 0.726]"
40,Pleural Other,Other,0.7260701754385965,"[0.65, 0.799]",0.04260918450137308,"[0.026, 0.076]"
41,Pleural Other,Unknown,0.9352750809061489,"[0.848, 1.0]",0.19166666666666665,"[0.022, 1.0]"
42,Pleural Other,Medicare,0.761059131736527,"[0.699, 0.813]",0.040814308455607226,"[0.026, 0.067]"
43,Pleural Other,Medicaid,0.6764705882352942,"[0.562, 0.772]",0.032190227406192415,"[0.011, 0.079]"
44,Pneumonia,Other,0.643875306002293,"[0.594, 0.691]",0.17115187037474372,"[0.133, 0.227]"
45,Pneumonia,Unknown,0.5544142822205919,"[0.436, 0.668]",0.11909075211339831,"[0.075, 0.206]"
46,Pneumonia,Medicare,0.619341173095018,"[0.576, 0.665]",0.1356891735123784,"[0.11, 0.179]"
47,Pneumonia,Medicaid,0.6368312757201646,"[0.54, 0.731]",0.26058472725235615,"[0.173, 0.419]"
48,Pneumothorax,Other,0.7618993945639573,"[0.7, 0.823]",0.14058315649611253,"[0.094, 0.23]"
49,Pneumothorax,Unknown,0.6478813559322034,"[0.521, 0.784]",0.15099294267256907,"[0.057, 0.365]"
50,Pneumothorax,Medicare,0.6653869226154769,"[0.572, 0.761]",0.06503632737695791,"[0.03, 0.163]"
51,Pneumothorax,Medicaid,0.7053571428571428,"[0.647, 0.767]",0.014925373134328358,"[0.013, 0.057]"
52,Support Devices,Other,0.8306149231346082,"[0.806, 0.853]",0.7094655054115842,"[0.662, 0.756]"
53,Support Devices,Unknown,0.8180661577608144,"[0.766, 0.868]",0.8340908658082671,"[0.773, 0.895]"
54,Support Devices,Medicare,0.846866693991107,"[0.826, 0.867]",0.7431952914594433,"[0.701, 0.782]"
55,Support Devices,Medicaid,0.9038035135596111,"[0.86, 0.947]",0.8615053054790844,"[0.789, 0.926]"
